/home/nitsense/Документы/ПП/PP_LAB1/New_dataset/Good_0000.txt,New_dataset/Good_0000.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/New_dataset/Good_0001.txt,New_dataset/Good_0001.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/New_dataset/Good_0002.txt,New_dataset/Good_0002.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/New_dataset/Good_0003.txt,New_dataset/Good_0003.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/New_dataset/Good_0004.txt,New_dataset/Good_0004.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/New_dataset/Good_0005.txt,New_dataset/Good_0005.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/New_dataset/Good_0006.txt,New_dataset/Good_0006.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/New_dataset/Good_0007.txt,New_dataset/Good_0007.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/New_dataset/Good_0008.txt,New_dataset/Good_0008.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/New_dataset/Good_0009.txt,New_dataset/Good_0009.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/New_dataset/Good_0010.txt,New_dataset/Good_0010.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/New_dataset/Good_0011.txt,New_dataset/Good_0011.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/New_dataset/Good_0012.txt,New_dataset/Good_0012.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/New_dataset/Good_0013.txt,New_dataset/Good_0013.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/New_dataset/Good_0014.txt,New_dataset/Good_0014.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/New_dataset/Good_0015.txt,New_dataset/Good_0015.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/New_dataset/Good_0016.txt,New_dataset/Good_0016.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/New_dataset/Good_0017.txt,New_dataset/Good_0017.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/New_dataset/Good_0018.txt,New_dataset/Good_0018.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/New_dataset/Good_0019.txt,New_dataset/Good_0019.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/New_dataset/Good_0020.txt,New_dataset/Good_0020.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/New_dataset/Good_0021.txt,New_dataset/Good_0021.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/New_dataset/Good_0022.txt,New_dataset/Good_0022.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/New_dataset/Good_0023.txt,New_dataset/Good_0023.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/New_dataset/Good_0024.txt,New_dataset/Good_0024.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/New_dataset/Good_0025.txt,New_dataset/Good_0025.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/New_dataset/Good_0026.txt,New_dataset/Good_0026.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/New_dataset/Good_0027.txt,New_dataset/Good_0027.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/New_dataset/Good_0028.txt,New_dataset/Good_0028.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/New_dataset/Good_0029.txt,New_dataset/Good_0029.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/New_dataset/Good_0030.txt,New_dataset/Good_0030.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/New_dataset/Good_0031.txt,New_dataset/Good_0031.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/New_dataset/Good_0032.txt,New_dataset/Good_0032.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/New_dataset/Good_0033.txt,New_dataset/Good_0033.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/New_dataset/Good_0034.txt,New_dataset/Good_0034.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/New_dataset/Good_0035.txt,New_dataset/Good_0035.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/New_dataset/Good_0036.txt,New_dataset/Good_0036.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/New_dataset/Good_0037.txt,New_dataset/Good_0037.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/New_dataset/Good_0038.txt,New_dataset/Good_0038.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/New_dataset/Good_0039.txt,New_dataset/Good_0039.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/New_dataset/Good_0040.txt,New_dataset/Good_0040.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/New_dataset/Good_0041.txt,New_dataset/Good_0041.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/New_dataset/Good_0042.txt,New_dataset/Good_0042.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/New_dataset/Good_0043.txt,New_dataset/Good_0043.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/New_dataset/Good_0044.txt,New_dataset/Good_0044.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/New_dataset/Good_0045.txt,New_dataset/Good_0045.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/New_dataset/Good_0046.txt,New_dataset/Good_0046.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/New_dataset/Good_0047.txt,New_dataset/Good_0047.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/New_dataset/Good_0048.txt,New_dataset/Good_0048.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/New_dataset/Good_0049.txt,New_dataset/Good_0049.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/New_dataset/Good_0050.txt,New_dataset/Good_0050.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/New_dataset/Good_0051.txt,New_dataset/Good_0051.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/New_dataset/Good_0052.txt,New_dataset/Good_0052.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/New_dataset/Good_0053.txt,New_dataset/Good_0053.txt,Good
/home/nitsense/Документы/ПП/PP_LAB1/New_dataset/Good_0054.txt,New_dataset/Good_0054.txt,Good
